label	text_a	text_b
0	可以谈到多少呢？	您先来看看吧，其他也带您看看
1	什么时候能够看房呢？	明天有时间吗
0	周边有什么配套设施	哪里有的
1	不挡光吧、	视野相对来说还可以
0	你估计南北通透这套最低价多少？	之前有客户想和业主谈出价950想和业主见面，业主没见
1	看房方便吗	您看您想什么时间看？我带您去看下
0	有谈的空间吗	您好
0	不唯一还要都是税费呀	?你主要想找多大面积左右的，我可以再给你找找，你可以接受哪个楼层呢
1	税费高吗	。面积大的房子税费相对高些
0	一期的五楼？	16号楼的5楼
1	可以看吗？	租户还没有回信
0	看房子都可以吗？	你有我微信吗
0	您好，我正在看洛铜嘉苑的房子	您主要是想要学区还是?
0	什么时候能够看房呢？	现在有一套降价的房子，精装修的，
1	这个是在哪啊？	定福庄
0	几期的？	二期都刚下证今年
0	请问首付和贷款是多少？	你好
0	嗯，这房子方便看吗	您现在方便吗？我可以先VR给您介绍一下这房子
1	这个房子买几年了？	今年买的
1	这是几期的？	这套是一期的
0	这是哪里的房子	挨着青白江东站的
0	那个楼在小区的什么位置	建小区的
0	我想看一下这套房子	你好
0	什么时候能够看房呢？	您好
0	过两年了吗	个人所得税，看房子是不是满5年，是不是卖房人家庭唯一住房和买方没有关系。
1	一会能看吗	能看
0	这个房子是不是税费很高	这套房子满两年了
1	什么时候能够看房呢？	周内都可以看哈
0	什么时候能够看房呢？	管
0	下周还是想来看一下	好的
0	学区呢	那是高中
1	对了，这个房子有房产证吗	是的
0	都有增值税吗	有些业主证办得晚 就没满两年
0	有遮挡吗	保利首开熙悦春天于2016年6月30日交房入住，小区总共8栋住宅板楼，1568户，保利物业，物业费3.04元，市政集中供暖30元每平米，人车分流，容积率2.38，绿化率30%，封闭式管理，安全系数高。小区配有公立幼儿园，周边凯德Mall大型购物商场，出小区150米就是地铁4号线天宫院首站C口，出行便捷。
0	价格方面还有溢价空间不	这个价格你可以参考最近历史成交价，没啥走动了
0	家具家电一起卖吗？	请问您贵姓
0	其他费用还有哪些？还有议价空间吗？	您好
1	这个是在哪啊？	挨着东五环
0	今天看不了房子了	下次再约
1	请问周围能上什么初高中	学校是北京市东方德才学校，您想要哪个学校附近的房子？
1	这个房子什么情况	不吵
0	哥这套读啥小学	你好
0	看房方便吗	有时间看一下吧
1	这周六周日看房方便吗	方便的，你周六过来还是周日过来呢
0	您好，请问这个户型有啥优缺点	这样吧，我们加个微信，我发几套房子给您看看
1	都是买方付吗	是的了
0	必须全款么	稍等下
0	房产证是71对？	实际使用面积是81
0	精装？	是的，小区有三个昵称 福侬庄园 伯悦公馆 悦上海 
0	这个房子能贷款吗？	快下房本了
0	毛坯的吗	嗯，鲁能签约的省实验小学
1	这个首付月供多少？	月供四千多
0	采光哪样？	低楼层
0	哦 那家具家电带嘛	业主这边现在着急出售，之前报价比较高一些，现在最低274万，目前小区同户型里面价位最低的一套，而且在小区最中间的位置，房子在4号楼
0	您好，我想了解新锦港花园即将上架的3室房源报价。	您只考虑这个小区吗？
1	这房子，满几年了	房本满2年   红本在手
1	这个是48中本部吗	不是本部
1	可以看吗？	要提前跟业主约一下
0	83价格能卖	不知道，反正宝华行情不好
1	周六能看不	可以的
0	哪个中学，我主要为孩子上学	我给你看下
0	配套教育呢 是楼梯房咯	小区不大，一共就四栋楼
0	什么时候可以看房	留个电话，我约一下房东
1	税费是一次性付对吗	一般都是客户，就是买方出
0	这个不是装修完的吗	我倒是觉得还行能看的过眼，但是这个客户每个客户的装修需求不同。
1	这套房东低价多少	这个价格就是业主讲的价格呀！您要不要先看个房子？等看满意了价格我再帮你谈。
0	交易税多少	好租好卖
1	什么时候能够看房呢？	下午房东都可以
0	这套房子什么时候可以看	您多久有时间？
0	北区好像有好几套一房，要么沿街，要么楼层不好	嗯是的186万那套
0	价格能下来1030吗	您这会方便电话嘛，我给您打过去聊
0	又临街	哈哈，没事，再给你找
0	便宜多少啊？480会卖吗？	是的，目前有套500能卖的
0	这个是几期？	周边还有一个民办的中学，徐汇区四大民办中学之一，西南位育
0	两个今天都能看吗？	我约好后复您
0	可以去看看	150也是出租装修了的
0	哪个学区房啊	您好
0	有几个区	您咨询这套是步梯的，整个聚德大概有6000多户，有一部分是原装电梯，目前有二十几栋已经加装好电梯，还有一部分目前正在协商
0	我安排下时间，可以去看看	您好，您之前咨询的房源户型很优质，您有时间去看看吗？
0	再带我看看房子吧	好的
0	附近有什么配套	没有这个小区基本上都是住宅性质的，您是想找公寓吗？
0	这个有证	老证，可以看房
0	这个是一期还是二期	96-98年左右
0	过两年？	没满两年有增值税呀
1	税费	2套3%
0	你不是说有装修好的可以看一下吗	其他装修好的是其他人在住，房子不卖，可以看看人家的层高
1	周边有什么	旁边有双流步行街，离东升地铁站300米
0	看中的价位谈不下来	所以看中的房子要谈很多，难度很大😂
1	议价空间多少	议价空间不大
1	这个可以看吗	不一定，我要约下
0	这个房子可以贷款吗	加个微信吧
0	你好，为啥这套房税费这么高?	新房没有服务费，您有时间我带您去看看
1	您好，请问这个房子周边有哪些学校	对应南开中片
0	你好贵姓？明天方便看房吗	你好，免贵姓朱。你称呼为小朱就行。
0	家具不准备带走啦？	都行  商量嘛
0	您好，请问这个房子周边有哪些学校	您明天早上大概几点过来呢，我拿到钥匙直接过去等您
1	您好(✪▽✪)这个可以看房子吗	您几时有空？
0	要全款吗？	业主是这样子想的
0	还是空的很久了	好的可以，方便留个联系方式或者微信嘛？到时候咱们可以随时联系?
0	还不能看房？	后天
0	你跟我讲下这个房子的情况呢	要不我VR带你看一下
0	其他费用还有哪些？还有议价空间吗？	有老师想看什么附近的？
0	这房能看嘛	这房5号看过
0	采光怎么样？	我带您去看看
0	什么时候能够看房呢？	您好
1	一期还是二期	一期的
0	半个小时后可以看房吗	在哪碰面啊
1	这套房子能看吗	可以看
0	这个还有大税吗	而且房子不在于税费多少 只要我们最后加起来的价格合适就好了?
0	什么学位。	请问您是考虑自住还是？
1	这套房子可以看吗	可以看的
0	现在能去小区看房了？	门口扫码，健康宝，或者行程码
0	我想了解下融侨城这个房贷款情况	您这边是首套房，还是二套房呢？
0	这个再哪里？	徐汇滨江板块
0	小尹，你现在有时间带我线上看一下房吗	好呢
0	几期几层的？	就是有些比较贵
0	桥哪边呢	西
0	有大税吗	您可以看一下这个 也是私产
0	您好，请问这个房子周边有哪些学校	不是
0	这是几期	位置上二期好
1	初中呢	十七小旁边规划的初中目前还不知道什么时候开建
0	能贷款吗	不着急
1	周围配套设施如何？	还有优品道广场和海滨区
0	付款房子有什么要求呢	哦哦哦，看中可以直接买是吧
0	好久满2年呢	如果要读蒙小的话 天悦府、中环岛、新城国际目前都满2年了
0	您好，请问这个房子周边有哪些学校	是的，公寓也可以积分入学的
0	可以看房吗	你好，房子还在的
1	有没有收益金	没有收益金
0	底价多少	业主换房
0	可以看吗	里面是3家租客分租的。看也只能看到客厅
0	最低大概多少	如果您全款的话
1	什么时候能够看房呢？	随时看房子
1	什么时候能够看房呢？	随时看房子
1	那里远啊。那里配套不如西区	80万东区都能横着走，西区你就是没得挑
0	其他费用还有哪些？还有议价空间吗？	你好
1	这房子可以看一下吗	您是实地看下还是？
0	请问，今天可以看房吗	您几点要看
0	您好，请问这个房子周边有哪些学校？	04到15年的房子都有
0	几期的	还有超银
1	房子什么情况呢	税费比较少
0	华苑小区的能看不	不好意思，华苑410万这套已经卖掉了
0	还能降吗	您上次咨询价格是1638万，报价已经下调了40万
0	这个房子最低多少钱啊？	您到底在几号楼住
1	能看么	能看
0	对了明天1150可以看吗	好，那明天下午见
0	这个看房方便吗？	刚才就简单口算了一下，没有详细计算。这会儿详细计算了一下，按照保守成交价355万计算，评估价按九五成，如下
0	您好，请问这个户型有啥优缺点	我在梅林深耕多年，是梅林贝壳排名前3的经纪人，我熟悉整个梅林、福田大多数片区的房源，您可以简述一下您的要求，迅速为您匹配房源，节省您的时间，我一定能帮到您
1	租客不让看房呀	要看房得去沟通
1	配套不行	可能只有中庚城那点稍微好点吧
0	是你们装修的？	我联系下房子维护人
0	 您好 请问花语拾光怎样	那我微信发给您吧！
0	离南岸近一点最好，还要考虑周围配套	这个公园九里的户型图你可以先看一下
0	带装修要看装的怎么样	您看一下有合适的吗？
1	靠马路吗？	北边是张杨路
0	房子所在区域及周边介绍	这套房子是云溪新语110房4房2卫的，
0	税要付多少	您什么时候有时间，
0	您好，我想咨询中海银海一号小区的成交房源	我发给你
0	你的意思是阳台就是露台对吧。好像阳台那边靠马路呀。	您这边今天有时间吗？
0	挡光程度如何？ 我想看看这个和21楼的东山那个。	有钥匙
0	几栋 靠路边么	21幢
0	那就税少吧	房子是2009年的
0	什么时候能够看房呢？	您好，您发的房子还在的，链家所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。
0	到时我过来一起看	这套2楼，梧桐的，横厅，大平层
0	想看看	你今天几点下班
1	这个是几期	一期的
0	满几年？	帮个忙呗
0	带家具？	您之前看过这个社区的房子吗？
0	什么时候能够看房呢？	你好
0	中学呢	是的
0	多少钱心里价位	这个业主在国外
0	可以去看看	双面胶
0	这个房子可以贷款吗	您是说昆仑花园的那一套么
0	什么时候能够看房呢？	好的
0	现在可以看房吗	我这边发给您
0	价格什么还有优惠吗	首付30%约20万
0	首付需要多少	好的
1	可以看吗	我带您看一下vr帮你讲解一下
1	带我去看看吧	好嘞，我接您还是您过来
0	看房方便吗？	你的电话号码是多少
1	这个长椿街小学对口哪个初中啊	小区距离较近的中学为武汉市第二中学，约440米
0	初中呢	复旦实验
1	现在能看了么	可以看，
0	这个是清水房吗	差距
1	明天能看房子吗	你明天时间都行哈…房主意思明天时间再定，我明早再约一下
0	您好，请问这个房子周边有哪些学校？	明年的不一定呢
0	您好，我正在看宝华源墅小区，想咨询小区均价	您要看下吗
0	能看么，现在？	好嘞
1	随时能看不	要提前约，今天9点多到10点的时候可以看
0	周边的配套怎么样	是的
0	对口五里墩小学哈	好的
0	这套装修怎样？	你大概考虑怎么样的房子
0	去了就多看下	您明天大概几点过来呢
0	啥时候能看	嗯
0	可贷款吗？	你看的这套房子是商住两用的房子
0	能谈到705	大了5平米
0	什么时候能够看房呢？	现在不忙么
1	什么时候能够看房呢？	您什么时候方便呢
1	这个房子有太阳么？	有些太阳，算是底楼层光线较好的了
1	对了明天1150可以看吗	这边确定好了，明天下午3点可以看房，您到时候时间没问题吧
0	这套房子什么时候可以看	您好，我听不见您说话
0	双税吗？	不临二环
0	现在房价便宜了，这个现在35万能拿下吗？	要不咱们先看看房子
1	什么时候能看	我要约下房东
0	这套房子基本情况有吗	这个房子开票价是7000多
0	可以看不	楼层的话是十楼的，中间楼层，可以看
0	可以看下嘛	你好，
1	还有个奥莱汇，那个地方怎么样？	那还真不知道
0	请问首付和贷款是多少？	嗯，房子是2019年5月份办的证
0	我对这套房挺感兴趣	您等下
1	可以去看房吗	可以。看房怎么联系您？
1	带我看下	这个VR看房就和现场实地看房都是一样的，
1	想先了解一下底价再说	不过价格还能让点
0	什么时候能够看房呢？	你好
0	什么时候能够看房呢？	在的，我是C21高级经纪人，感谢您选择我，本人精耕相城板块，成交过多套，熟悉房屋买卖流程，很高兴为您服务，请问您怎么称呼？
0	房东要出什么价，能看看吗	可以看房，您什么时间想看呀，我跟房东约个时间过来开门
0	楼前面有没有高楼挡着呀	您买房子的预算大概多少？
1	金地花园谈价，你觉得能谈多少	价格空间可能会大一些
1	有个税增值税吗	只有契税
1	是对哪里的哟	  这个房子是对着光华大道的哈
0	这种户型不靠马路的有吗？	如果选择楼层低一些的，噪音会比较小
0	做低后的税费？	是的
1	房子有大税么	是的
0	价格有多少可谈空间	嗯嗯，您今天过来看看嘛
0	可以看看	性价比也是很高的
0	还有别的税吧	是的，之前的客户看的少了，好几个单子都解约了
1	什么时候能够看房呢？	您什么时候方便
0	看哪里带?	你看什么电视❓
0	这个怎么样？	就东边没有，三年采光
0	你好，下午可以看房吗？	你下午几点过来
0	没有证怎么交易啊	方便留了电话吗？我这边今天找找有本的两房
1	可以看吗	l今天不行哦
0	家具全带走?	13年的
0	最低多少钱	原值比较高  没有差额税
1	这个房子有增值税吗	十月底就满二了
0	能贷款吗	未来科技城其他没学区的也涨了很多。
0	采光怎么样，	您要是有时间我可以带您看一下这套房子
1	加税吗	嗯
0	这个房子是国亭几期	您贵姓怎么称呼
0	有高税吗	没有车位地下室
0	房产证有吗	德佑房产NAME，很高兴为你服务！电话：PHONE微信同号
0	有房子看吗	这套也是业主自住的
0	你说的玫瑰公馆70万的房子，能看不	嗯嗯
0	金地国际花园有B1座吗？	可以为您VR介绍下
0	今天下午看房 可以吗	看党校这套吗
1	大税得多少钱	大税4万左右
1	您好，请问这个户型有啥优缺点	家里面东西现在稍微有点多，居家装修
0	这周这个房子有什么人有意向吗？	不好意思啊
0	多久满呢	嗯嗯
0	带家具吗	这套很特殊层高3.4米以上
0	配套的小学呢	济微中学
1	位置在哪	加油站后身
0	一期还是二期	我就住星海名城三期
1	方便看房吗？	看房方便，
0	首付全下来20几万？	您稍等一下，我帮你简单算一下。
0	他这个价格最多可以谈多少	您说的是几层的
1	能看不	  我先在线上带您看一下吧
1	对应的上那个小学呢	上的小学就是实验小学明道分校
0	房东要出什么价，能看看吗	房东就在附近
0	请问有证吗	客厅前边就是
0	什么时候可以看房呢？	有啊
0	你好，我想看沃尔玛周边房子	好的。请问套三？
0	什么时候满二哇	目前亚洲湾小区内的楼层装修好的都是110万以上哟
1	配套好一些	二实验学区，中学是七中二十八中三十二中。
0	毛坯还是装修的	房子是房东的，
0	一般产证上怎么写的？	是的
0	顺便一起看	问了给您说
0	小刘。可以看看这套房不	您好，您发的房子还在的，链家所有房源均为真实在售房源，想看看吗？
1	这套房源价格还有优惠空间么？	价格可以沟通
1	最低什么价格	看中可以谈
0	挨着马路吗？	在小区里面
1	平江中学是分部还是本部?	本部
1	您好，请问随时可以带看吗	可以的
0	您好，我正在看三官堂的房子	请问有什么可以帮到您的
1	啥时候能看	您想啥时候看？
0	送点家具才行	那我再给你找找别的房源
0	那采光有影响吗	两个卫生间的都是3房的哦
0	楼层有点低，是临街吗	房子产权过五唯一住房，房主诚心出售，
0	这套房子下午可以看吗	您几点看呢
0	这套问问最低能谈到多少	好的
1	毛坯吗	精装修的
0	要交很多税	您在哪边上班啊
1	靠马路吗，哪条	对的，靠新村路
0	可以看吗	您好，这套房子还在
0	能聊多少	我们也包含我吗
0	附近有什么其他的单间配套推荐吗？	都是住宅性质的
0	在吗，我想看一下房	请问您最近考虑什么户型？哪个位置的
1	什么时候免税	19年六月份下的证
0	带家具？	这个房子是一个复式
1	保养咋样？	业主自住的
1	他最低多少钱？	应该是400万左右吧 业主说没有说具体的低价，要根据客户付款方式谈。
0	这套房源价格还有优惠空间吗？	你好
0	可以看房？	毛坯
0	毛坯？	如果自己骑车的话需要10多分钟，
0	明天可以看房吗	有的
1	这家能看房吗	您几点看？
0	不然应该会配合看房啊	没有空间了
0	他什么情况啊	对的
0	全款买呢	是的
0	在院外面么	你好
1	房子咋样	新小区 大开发商
0	什么时候能够看房呢？	😁
1	总层是17层，光线还好吗	一点问题都没有
0	什么时候能够看房呢？	👌
0	看他能降到多少了	先看照片不？
0	这种房子可以商业贷款吗	方便的话咱们留个联系方式
1	我知道  我是说  税是按最后成交价算的吗	三个税
0	您好，请问这个户型有啥优缺点	您是想了解这个户型吗
0	这套房底价多少？	现在紫云103平最低一套预计在445万左右能卖，楼层也不错，在5层，有钥匙，可方便看房
0	税是不是我交	年内还有几个月咧
0	税费呢	早上好，您对这个房子有什么其他问题都可以随时联系我的
0	付款房子有什么要求呢	您是要置换吗
1	价格能谈多少呀	业主有空间的
1	这套房源价格还有优惠空间吗？	看中价格可以协商哦
1	你去谈个低价吧	谈价格 都是客户和房东面对面的聊，我们在中间调节，促使成交。
1	50w能下来嘛	80万左右的
0	公积金能用吗	如果有就能落户
0	有毛坯吗	房子有密码，如果有时间随时都可以过来看看哦
0	这个证件齐全吗	总价不超过多少，
1	想问一下能上科钟英中学的小区有哪些？	这个就比较多了比如王府园小区观城国际。武学园小区。金盾公寓。金宝洪武高层。还有一些娃娃桥。火瓦巷。力联大厦。还有淮海新村。游府新村等等。。。。
0	还能降多少	方便的话，留个联系方式吧
1	学区是哪	二小一中
0	新里程哪套能看	您好
0	在哪里	等哈，有客户。
1	附近生活方便吗	重点学区房
0	毛坯吗	这个我这有
1	什么时候能够看房呢？	有钥匙随时可以看
0	家具家电有吗？	就房间那么多
0	配套房另加钱不	小区楼下有车位，停车很方便
1	中学呢	中学是85中学
1	然后周边配套还可以，不要太旧	呃总地来说哈您的一些需求的话，我觉得东方瑞景苑是最合适的，然后其他这个小区的话我也发几条给你看一下吧。
0	您好，我想咨询武汉科技大学宿舍小区	哦哦，也有的
0	采光怎么样	这套房子，是通透的户型，送入户花园，户型比较好用。房东价钱好商量
0	这个房子能贷款吗？	具体时间不确定，今年年底左右
0	户型	那不是的
0	有没有没有装修过的	这个在三楼
0	装修如何？	您首付多少呢？首套还是二套呢
1	在哪	就是盐田港那边
0	还是两个都是毛坯？	3幢的
0	位置那里	这个房子是标准的2室1厅1厨1卫的户型
0	可以贷款的吗	总价呢
0	这个房子听说是满四的	业主买时便宜
0	这个是房贷吗	位置也好 出门就是地铁口
0	您好，请问周边配套怎么样	还在吗
0	晚上能看吗	我先约房子吧
0	什么时候能够看房呢？	您好
0	方便看房吗？	恩
0	是一期的吗	申请加您微信了
0	您好，我想咨询金桥商务公寓小区	您留个联系方式，我明天按排专业租赁经纪人给您
1	这是个几房哟，读书读哪里	这个是小三房呢
1	请问这个小区，可以上20中吗	这个小区离二十中近
0	还有税是吧	这套呢
0	旁边配套能不能介绍下	您要去看一下嘛
0	有房产证 双气	这个我们不做?
1	能看看这房子不	可以的
1	几期的	一期
1	这个是舜耕路几号院？	1
1	周边配套，教育，小区环境等	但是本部调剂的概率要大一些。
0	薄经理，您发给我的这套是钥匙房源，明天可以一块儿看么？	嗯
1	明天下午能看吗	可以
0	以前看过这套，靠六环十字路口有点吵	这套房可以吗？小区位置好，满五唯一全明户型
1	现在首付要多少	首付5成
1	价格有空间吗	有空间
1	您好，请问这个房子周边有哪些学校？	实验中学，中华路幼儿园，小学
0	这个可以看吗	留个联系方式
0	采光如何	首付大概控制再多少呢
0	加上税费总价大概在多少？	那你这边你们夫妻双方都是外地户口嘛？
0	有证吗	有呢，相对会价位会高点！
0	可以贷款么？	我以为您说115那套
1	还能降不	不能了😂
0	交易税多少	在不，便宜的，就是回迁的多层
1	这二套税呢	第一套没税
1	周围配套设施如何？	然后距离小区几百米就是万达广场
0	有证吗	稍等
1	家具家电能不要吗	比起房子，家具家电还是小物件
0	可以看房吗	麻烦您给我评价一下
0	这个房子没有大税吧	这套也不满2年 ，但是装修的 ，可以省一些后续的装修费用
0	只能看2-3套	我说的是看房比较方便的
0	周边设施咋样	您对装修有要求吗
1	满三满二是吧	是的满三满二
0	保利心语对口哪个小学呢	您好
0	带家电吗	没有说有地下室
0	税是怎么算？	这个礼拜估计就要出手了
0	产证呢？有税吗？	买来可以正常落户上学
0	我就想问下，这个25的税，最低能做到多少	还是动迁款啊
0	我想看哈房子	姐
0	想了解一下旭辉华庭这个房子	旁边一个开发商恒基城差不多价位  户型的
0	什么时候方便看房	好的，
0	能贷款吗	便宜点
0	是几期的？	商住楼 ，在好莱坞 旁边
0	装修 怎么简单怎么来	好的?怎么称呼您？
1	满几年了	满四年了
0	您好，请问这个户型有啥优缺点	您是只考虑这个小区的两居室吗? 方便把您的需求给我说一下吗 我找到合适的房子可以发给您
0	这是精装房？	您这会方便的话，我先带您线上看看房
0	周末吧，这个房子的楼栋位置怎么样，前后有遮挡吗	您只有周末有时间看房吗？
0	A7的房子怎么样？	看面积和朝向
0	我想看下房子	能不能方便留个联系电话或者微信，我们公司有考核。平时不会打扰您的，如果有那种业主特别着急出售  性价比高的 也方便给您推荐😁
0	那边地段咋样？	小区一共两栋，分别是吉祥阁跟吉安阁
0	我的意思全付的要付多少	有些房子便宜的话，还不需要40万
0	这个价格还能商量吗	你是上学的嘛
0	尽量多看几套	您放心，我这边会多给您准备几套的
0	五环外的房子是不是有最高贷款额？	这也是我最擅长的，和业主议价
0	税费呢	您这边是首套还是二套呢？
0	我看看有时间去看看可以吗	不知道业主五一在不在
1	税费多少？	税费比较低的
0	这会能看上不	我去取钥匙
0	帮我约几个龙门的	要三房还是4房？
0	价格能再低吗	微信说？
1	您好，请问这个房子周边有哪些学校？	文三街小学的
1	您好，我想咨询淮安市市级机关西院生活区小区	有什么想要了解的吗
1	您好，方便带我看下上次说的房子吗	您好，没问题的，我给您安排
0	不满5税高？	你微信或者电话多少呢？
0	户型	地铁还是比较近的
0	你觉得房子怎么样？	感谢您通过贝壳平台咨询，德佑水木年华店NAME很高兴为您服务，可以为您提供预约看房，二手房过户流程咨询，贷款流程咨询等问题。
0	采光怎么样啊，有没有遮挡	您对楼层有什么要求吗
0	可以看房吗	看花园的
0	35万 可卖？	嗯嗯！
0	您好，我想了解海亮彩悦府即将上架的3室房源报价。	挂牌365万
0	120可以卖吗	那做不到😂
0	您好，请问这个户型有啥优缺点	我发给你看看
0	您好，我想咨询得力名望府小区的信息	这个小区离地铁口比较近
0	没有，没到二年税大概多多少	需要跟房东商量
0	装修的？	现在系统上有很多不同面积以及不同户型的房哦
0	家具都带吗？	这个可以后期协商这个事情
1	有房本吗	有的
0	现在可以从线上看房嘛	对的
0	税费高吗	您是首套还是二套呢，
0	什么时候能够看房呢？	您好
1	您好，请问这个房子周边有哪些学校？	凤凰小学 北师大附中杭州中学
0	什么时候能够看房呢？	您好，您对之前咨询的房源满意么，是否需要我给您推荐其他房源？
1	挡光吗	23楼 采光也好
0	能看就去看	嗯。靠谱。姐！
0	那有时间可以看看去	西现代城没有合适的，之前给您推荐新都丽苑的房子昨天卖了
0	没有，证件齐全吗	你看看这几套
1	这套能谈什么价格	具体多少房东说可以面聊或者您出个价格我跟房东先沟通一下
0	这套房子是清江山水几期的	新房你这边考虑不呢
0	这个价格还能聊吗	您最好早点，这套目前价格合适
0	阁楼什么房型	木地板的
1	您好，我想咨询郡望花园南区小区	想看两室还是三室
1	还有空间吗	可以谈谈的，业主很诚心
1	这个房子可以看吗	这个可以看
0	去看看	嗯呢
0	千佛山西路11号是不是可以看房呀	已经没有那套房子了
0	这个114的是精装？	目前就是房东的心里价位了。谈就在一万左右
0	不动产证？	那时候的房子总层数低
0	这个房子多久可以看	是的
1	可以看房吗	目前还不可以，正在沟通
0	配套的小学初中分别是哪个？	嗯嗯，您这边明天有没有空，我带您看看
0	是南北通透户型吗	可以带您看看房 
0	全款买的话，税费多少？	咱们小区是限价商品房
0	您好，我想咨询恒兴棕榈公馆小区	方便加个微信？
0	毛坯吗	哪栋的不方便说，有尾款
0	您好，我想咨询远太大厦小区	好的
0	最低多少钱	目前是最优质的了
0	毛坯吗	装修好的一千多
1	今天可以看吗	可以vr的
0	房子有增值税?	咱们微信联系
0	其余都是精装出售？	中学都是杭州中学
0	我上次给你发的那个房子是毛坯是吧	今天划分学区的时候，划走了
1	您好，请问这个户型有啥优缺点	房子装修蛮好的   实地看起来效果更好
1	这个明天能看么	这个房源已经下架了
1	商鼎的房子就只能读科华中路小学吗	片区划的！
0	边户还是中间户	税费看您名下有没有房产
1	请问首付和贷款是多少？	首套房首付三成，46万
1	临街？	对的
0	初中呢	如意里是洪武北路小学
0	附近能有h吗户型	这个没辙档
0	一般产证上怎么写的？	最长贷10年
1	初中在哪上？	暂时在老育新万达这边九年制的
0	可几套一起看	嗯
1	这个房子什么情况啊	这个房子没有房产证但是可以落户
0	周边有生活配套的就行	我联系可以常发香城湾
0	是几期的？	还在在协商装电梯的事了
1	今天可以安排看房子吗？	我约下房东，稍后回你
1	房本几年啦	还不满二
1	这套什么时候满两年，或者说六期的房子什么时候满两年	六期最早也要明年下半年了
0	清水么 还是带装修的喃	看了觉得满意，我们可以帮你约房东谈价
1	请问增值税是卖方承担吗？	是的，按房管局评估价来算
0	国展六楼的最低多少钱能卖	9层我卖的客户全款
0	这是还迁房？有房产证吗	大部分都过两年了
0	现在可以看吗？	您这边留个联系方式给我
0	初中什么学区呢	梅堰小区，九曲营
0	是有房产证的还是10月教房的	好的二手房
0	房东现在底价多少	这是八里小区附近的房子，您可以看看～
0	现在可以看吗	谢谢您的理解
0	您好，能帮我详细介绍下源升金锣湾么	鸿福园现在限售
0	南边有遮挡吗	这个房子的位置很不错
0	想问问这房子在什么位置？	靠的
0	薄经理，您发给我的这套是钥匙房源，明天可以一块儿看么？	租赁的
1	想问问这套房	房龄是95年的
0	您好，我想咨询#古北虹苑（三期）#小区	目前业主还不确定卖不卖
0	付款方式需要好么	打个比方，买你房子的客户需要卖房子咋办
1	这个可谈空间还大吗	您房子看了满意 再和房东谈价格
0	您好，请问这个房子周边有哪些学校	目前是整个小区总价最低的一套?
0	周围都有什么设施	有的房子没展示
0	看房方便吗	您大概什么时候jammed
1	底价多少？	300万以上能卖
1	周围有学校吗	富小四中学区房
0	帮我看一下楼层高一点视线好一点的嘛？	您这边的价格需求是怎样的呢
0	这个房子带不带自行车库呢	你电话就给我吧，我这边确认后给你打电话
0	还有哪个可以看的	这套看着挺不错
0	贷款最多能贷多少年	您是无锡户口吗
0	您好，请问这个户型有啥优缺点	你还在吗 网络不好 
1	能看么？	可以看的
0	初中	这个比较重要，您买房也是考虑这点
1	什么时候能够看房呢？	现在就可以的
1	今天能看吗	我约好回复你
0	这套房临街把边吗	楼下就150多平
0	精装吗？	您首付多少
1	最低多少码	目前最低124万8
1	精装房是一次性付清吗	不用一次付清
0	东北的看一下	上午10点行吗
0	帅哥  明天能看房吗	您好，您是想看一下几房？
0	这会躺着想看看房	有
0	哦哦 别的都是精装？	您总价控制在多少呢
0	精装带家具吗	嗯
0	现在为什么只能公积金贷款呀	看房龄
1	可以看房吗	可以的 大概几点呢
0	那那些小区 能上这个劲松分校？	劲松一区到九区，然后是华威北里，华威西里，劲松南路，潘家园东里和南里，方丹苑
0	满二，怎么出税的呢？	其实只要总价您合适就行，他哪怕税再少，业主把房价给加上十万，总价反而更高
0	有户型看吗？	你好
0	二期有高税吗	总房款的7.8
0	就是交通便利，配套好一些的	想买多大的？
0	有税吗？	目前这个户型最合适的一套
0	您好，请问这个房子周边有哪些学校？	苹果小镇的房子你能考虑吗？
1	小区配套的小学和初中是？	初中是松雅湖中学
0	全明吗？	没有，暂时下架了
0	房子在小区哪个位置	嗯嗯
0	什么时候能够看房呢？	很方便的
0	其他费用还有哪些？还有议价空间吗？	您看您什么时候方便
0	今天晚上可以都看看	好的
0	你觉得大概多少可以成交	这个房子是51幢的
0	这会躺着想看看房	这套时间特价房源比较多
1	有房产证吗	有的
0	其他费用还有哪些？还有议价空间吗？	您好
0	什么学校	是楼梯房
0	好的， 有空去看看	您好
0	可以看了不	你先在网上浏览一下那些房子嘛
0	那周边配套呢	这边可以vr带看，你要看一下吗
0	您好，我想咨询云熙雅苑小区	不远的
0	你好，现在能看房吗	你好
1	这个长椿街小学对口哪个初中啊	七一中学
0	契税多少钱啊	小区2栋楼都是蝶形设计，3梯10户，有8户户型都有不规则的部分，这个户型是方正的，挺稀少的户型
0	什么时候能够看房呢？	您什么时候有时间？
0	看了那么多我早忘记那套房子是什么户型了	 那估计没有满意的
0	这套方便看房吗	你是什么时候有空呢？
0	首付17？	水电气都通了的，老师
1	属于哪个小学？	属于中山小学
0	这个小区是哪个小学的学区	你好
0	啥时候能看啊	有钥匙
0	现在几套能看	一套肯定能看，
1	房价钱能优惠好多	可以谈点
0	现在可以看房吗？	你好
1	5楼可以，能分期吗	能分期呀
0	这套房源价格还有优惠空间吗？	您好
0	有大税吗？	咱这边是要在月光兰亭购置一套2居室的房子吗
